Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
579,13,Unknown,,,,
580,12,Other,,,,
581,5,Firearms,5,Unknown Gun Type,,
582,5,Firearms,5,Unknown Gun Type,,
583,5,Firearms,5,Unknown Gun Type,,
584,6,Explosives,8,Landmine,,
585,6,Explosives,8,Landmine,,
586,5,Firearms,3,Handgun,,
587,6,Explosives,7,Grenade,,
588,6,Explosives,15,Vehicle,,
589,5,Firearms,3,Handgun,,
590,6,Explosives,7,Grenade,,
591,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
592,6,Explosives,16,Unknown Explosive Type,,
593,6,Explosives,17,Other Explosive Type,,
594,6,Explosives,16,Unknown Explosive Type,,
595,6,Explosives,16,Unknown Explosive Type,,
596,6,Explosives,16,Unknown Explosive Type,,
597,13,Unknown,,,,
598,5,Firearms,3,Handgun,,
599,6,Explosives,8,Landmine,,
600,6,Explosives,8,Landmine,,
601,5,Firearms,5,Unknown Gun Type,,
602,5,Firearms,5,Unknown Gun Type,,
603,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
604,6,Explosives,16,Unknown Explosive Type,5,Firearms
605,5,Firearms,5,Unknown Gun Type,,
606,6,Explosives,16,Unknown Explosive Type,,
607,6,Explosives,16,Unknown Explosive Type,,
608,6,Explosives,16,Unknown Explosive Type,,
609,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
610,6,Explosives,7,Grenade,6,Explosives
611,6,Explosives,8,Landmine,,
612,6,Explosives,17,Other Explosive Type,,
613,5,Firearms,5,Unknown Gun Type,,
614,6,Explosives,13,Suicide (carried bodily by human being),,
615,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
616,6,Explosives,15,Vehicle,,
617,5,Firearms,5,Unknown Gun Type,,
618,6,Explosives,15,Vehicle,,
619,5,Firearms,5,Unknown Gun Type,,
620,13,Unknown,,,,
621,13,Unknown,,,,
622,5,Firearms,5,Unknown Gun Type,,
623,9,Melee,23,Knife or Other Sharp Object,,
624,9,Melee,23,Knife or Other Sharp Object,,
625,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
626,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
627,6,Explosives,15,Vehicle,,
628,6,Explosives,16,Unknown Explosive Type,,
629,6,Explosives,16,Unknown Explosive Type,,
630,6,Explosives,8,Landmine,,
631,6,Explosives,16,Unknown Explosive Type,,
632,5,Firearms,4,Rifle/Shotgun (non-automatic),,
633,6,Explosives,17,Other Explosive Type,,
634,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
635,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
636,5,Firearms,5,Unknown Gun Type,,
637,5,Firearms,5,Unknown Gun Type,,
638,6,Explosives,16,Unknown Explosive Type,,
639,6,Explosives,16,Unknown Explosive Type,,
640,6,Explosives,16,Unknown Explosive Type,,
641,5,Firearms,5,Unknown Gun Type,,
642,6,Explosives,16,Unknown Explosive Type,,
643,6,Explosives,9,Letter Bomb,,
644,8,Incendiary,18,Arson/Fire,,
645,6,Explosives,16,Unknown Explosive Type,,
646,5,Firearms,5,Unknown Gun Type,,
647,5,Firearms,5,Unknown Gun Type,,
648,5,Firearms,5,Unknown Gun Type,,
649,6,Explosives,16,Unknown Explosive Type,,
650,5,Firearms,5,Unknown Gun Type,8,Incendiary
651,9,Melee,,,,
652,6,Explosives,17,Other Explosive Type,,
653,5,Firearms,5,Unknown Gun Type,,
654,6,Explosives,12,Remote Trigger,,
655,5,Firearms,5,Unknown Gun Type,,
656,5,Firearms,5,Unknown Gun Type,,
657,5,Firearms,5,Unknown Gun Type,,
658,6,Explosives,16,Unknown Explosive Type,,
659,6,Explosives,16,Unknown Explosive Type,,
660,6,Explosives,16,Unknown Explosive Type,,
661,6,Explosives,16,Unknown Explosive Type,,
662,13,Unknown,,,,
663,5,Firearms,5,Unknown Gun Type,,
664,6,Explosives,13,Suicide (carried bodily by human being),,
665,9,Melee,23,Knife or Other Sharp Object,,
666,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
667,5,Firearms,4,Rifle/Shotgun (non-automatic),,
668,6,Explosives,16,Unknown Explosive Type,,
669,6,Explosives,16,Unknown Explosive Type,,
670,6,Explosives,16,Unknown Explosive Type,,
671,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
672,6,Explosives,16,Unknown Explosive Type,5,Firearms
673,6,Explosives,16,Unknown Explosive Type,,
674,6,Explosives,7,Grenade,5,Firearms
675,6,Explosives,16,Unknown Explosive Type,,
676,6,Explosives,16,Unknown Explosive Type,,
677,6,Explosives,16,Unknown Explosive Type,,
678,5,Firearms,3,Handgun,,
679,5,Firearms,5,Unknown Gun Type,,
680,5,Firearms,5,Unknown Gun Type,,
681,5,Firearms,5,Unknown Gun Type,,
682,5,Firearms,5,Unknown Gun Type,,
683,8,Incendiary,18,Arson/Fire,,
684,5,Firearms,5,Unknown Gun Type,,
685,5,Firearms,5,Unknown Gun Type,,
686,13,Unknown,,,,
687,5,Firearms,5,Unknown Gun Type,,
688,5,Firearms,4,Rifle/Shotgun (non-automatic),,
689,6,Explosives,15,Vehicle,,
690,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
691,5,Firearms,5,Unknown Gun Type,,
692,5,Firearms,4,Rifle/Shotgun (non-automatic),,
693,6,Explosives,13,Suicide (carried bodily by human being),,
694,5,Firearms,5,Unknown Gun Type,,
695,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
696,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
697,5,Firearms,5,Unknown Gun Type,,
698,6,Explosives,16,Unknown Explosive Type,,
699,5,Firearms,5,Unknown Gun Type,,
700,13,Unknown,,,,
701,6,Explosives,15,Vehicle,,
702,6,Explosives,16,Unknown Explosive Type,,
703,6,Explosives,16,Unknown Explosive Type,,
704,6,Explosives,16,Unknown Explosive Type,,
705,6,Explosives,7,Grenade,,
706,6,Explosives,7,Grenade,,
707,13,Unknown,,,,
708,6,Explosives,7,Grenade,,
709,6,Explosives,16,Unknown Explosive Type,,
710,5,Firearms,5,Unknown Gun Type,,
711,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
712,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
713,13,Unknown,,,,
714,6,Explosives,8,Landmine,,
715,6,Explosives,17,Other Explosive Type,,
716,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
717,6,Explosives,15,Vehicle,,
718,5,Firearms,5,Unknown Gun Type,,
719,6,Explosives,16,Unknown Explosive Type,,
720,5,Firearms,5,Unknown Gun Type,,
721,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
722,6,Explosives,16,Unknown Explosive Type,,
723,6,Explosives,16,Unknown Explosive Type,,
724,5,Firearms,5,Unknown Gun Type,,
725,5,Firearms,5,Unknown Gun Type,,
726,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
727,5,Firearms,5,Unknown Gun Type,,
728,6,Explosives,13,Suicide (carried bodily by human being),,
729,13,Unknown,,,,
730,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
731,5,Firearms,5,Unknown Gun Type,,
732,6,Explosives,29,Sticky Bomb,,
733,6,Explosives,16,Unknown Explosive Type,,
734,6,Explosives,16,Unknown Explosive Type,,
735,5,Firearms,5,Unknown Gun Type,,
736,5,Firearms,5,Unknown Gun Type,,
737,13,Unknown,,,,
738,6,Explosives,16,Unknown Explosive Type,,
739,6,Explosives,16,Unknown Explosive Type,,
740,6,Explosives,16,Unknown Explosive Type,,
741,5,Firearms,5,Unknown Gun Type,,
742,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
743,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
744,6,Explosives,16,Unknown Explosive Type,,
745,5,Firearms,5,Unknown Gun Type,,
746,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
747,5,Firearms,5,Unknown Gun Type,,
748,6,Explosives,15,Vehicle,5,Firearms
749,6,Explosives,16,Unknown Explosive Type,,
750,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
751,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
752,6,Explosives,16,Unknown Explosive Type,,
753,6,Explosives,16,Unknown Explosive Type,,
754,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
755,6,Explosives,8,Landmine,,
756,6,Explosives,16,Unknown Explosive Type,,
757,6,Explosives,16,Unknown Explosive Type,,
758,6,Explosives,16,Unknown Explosive Type,,
759,6,Explosives,16,Unknown Explosive Type,,
760,6,Explosives,16,Unknown Explosive Type,,
761,5,Firearms,5,Unknown Gun Type,,
762,6,Explosives,7,Grenade,,
763,6,Explosives,17,Other Explosive Type,,
764,6,Explosives,7,Grenade,,
765,5,Firearms,5,Unknown Gun Type,,
766,5,Firearms,5,Unknown Gun Type,,
767,6,Explosives,16,Unknown Explosive Type,,
768,6,Explosives,16,Unknown Explosive Type,,
769,6,Explosives,7,Grenade,,
770,6,Explosives,7,Grenade,,
771,6,Explosives,7,Grenade,,
772,6,Explosives,7,Grenade,,
773,6,Explosives,17,Other Explosive Type,,
774,6,Explosives,16,Unknown Explosive Type,,
775,5,Firearms,5,Unknown Gun Type,,
776,6,Explosives,31,Pipe Bomb,,
777,5,Firearms,5,Unknown Gun Type,,
778,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,9,Melee
779,6,Explosives,8,Landmine,6,Explosives
780,6,Explosives,8,Landmine,6,Explosives
781,6,Explosives,8,Landmine,6,Explosives
782,6,Explosives,8,Landmine,6,Explosives
783,6,Explosives,8,Landmine,6,Explosives
784,5,Firearms,5,Unknown Gun Type,13,Unknown
785,6,Explosives,8,Landmine,,
786,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
787,6,Explosives,12,Remote Trigger,,
788,5,Firearms,5,Unknown Gun Type,9,Melee
789,6,Explosives,15,Vehicle,5,Firearms
790,6,Explosives,15,Vehicle,5,Firearms
791,9,Melee,23,Knife or Other Sharp Object,,
792,6,Explosives,17,Other Explosive Type,,
793,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
794,6,Explosives,16,Unknown Explosive Type,,
795,6,Explosives,13,Suicide (carried bodily by human being),,
796,6,Explosives,16,Unknown Explosive Type,,
797,6,Explosives,16,Unknown Explosive Type,,
798,5,Firearms,5,Unknown Gun Type,,
799,9,Melee,27,Unknown Weapon Type,,
800,6,Explosives,16,Unknown Explosive Type,,
801,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
802,6,Explosives,16,Unknown Explosive Type,,
803,5,Firearms,5,Unknown Gun Type,,
804,5,Firearms,4,Rifle/Shotgun (non-automatic),,
805,5,Firearms,5,Unknown Gun Type,8,Incendiary
806,6,Explosives,16,Unknown Explosive Type,,
807,13,Unknown,,,,
808,5,Firearms,5,Unknown Gun Type,,
809,13,Unknown,,,,
810,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
811,5,Firearms,5,Unknown Gun Type,,
812,5,Firearms,5,Unknown Gun Type,,
813,5,Firearms,5,Unknown Gun Type,,
814,9,Melee,23,Knife or Other Sharp Object,,
815,6,Explosives,16,Unknown Explosive Type,,
816,6,Explosives,10,Pressure Trigger,,
817,6,Explosives,31,Pipe Bomb,,
818,5,Firearms,3,Handgun,,
819,6,Explosives,15,Vehicle,,
820,6,Explosives,16,Unknown Explosive Type,,
821,6,Explosives,16,Unknown Explosive Type,,
822,6,Explosives,16,Unknown Explosive Type,,
823,6,Explosives,15,Vehicle,,
824,6,Explosives,16,Unknown Explosive Type,,
825,6,Explosives,16,Unknown Explosive Type,,
826,6,Explosives,15,Vehicle,6,Explosives
827,5,Firearms,5,Unknown Gun Type,,
828,6,Explosives,16,Unknown Explosive Type,,
829,6,Explosives,16,Unknown Explosive Type,,
830,5,Firearms,5,Unknown Gun Type,8,Incendiary
831,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
832,6,Explosives,15,Vehicle,,
833,13,Unknown,,,,
834,13,Unknown,,,,
835,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
836,8,Incendiary,18,Arson/Fire,,
837,5,Firearms,5,Unknown Gun Type,,
838,5,Firearms,5,Unknown Gun Type,,
839,13,Unknown,,,,
840,6,Explosives,12,Remote Trigger,,
841,5,Firearms,5,Unknown Gun Type,,
842,5,Firearms,5,Unknown Gun Type,,
843,13,Unknown,,,,
844,5,Firearms,5,Unknown Gun Type,,
845,6,Explosives,8,Landmine,,
846,5,Firearms,5,Unknown Gun Type,,
847,6,Explosives,16,Unknown Explosive Type,,
848,5,Firearms,5,Unknown Gun Type,,
849,5,Firearms,5,Unknown Gun Type,,
850,6,Explosives,16,Unknown Explosive Type,,
851,6,Explosives,16,Unknown Explosive Type,,
852,6,Explosives,16,Unknown Explosive Type,,
853,6,Explosives,16,Unknown Explosive Type,,
854,6,Explosives,16,Unknown Explosive Type,,
855,5,Firearms,5,Unknown Gun Type,8,Incendiary
856,5,Firearms,5,Unknown Gun Type,,
857,5,Firearms,5,Unknown Gun Type,8,Incendiary
858,5,Firearms,5,Unknown Gun Type,8,Incendiary
859,5,Firearms,5,Unknown Gun Type,8,Incendiary
860,5,Firearms,5,Unknown Gun Type,8,Incendiary
861,5,Firearms,5,Unknown Gun Type,8,Incendiary
862,5,Firearms,5,Unknown Gun Type,8,Incendiary
863,6,Explosives,15,Vehicle,,
864,6,Explosives,16,Unknown Explosive Type,,
865,6,Explosives,16,Unknown Explosive Type,,
866,6,Explosives,16,Unknown Explosive Type,,
867,6,Explosives,16,Unknown Explosive Type,,
868,8,Incendiary,18,Arson/Fire,,
869,5,Firearms,5,Unknown Gun Type,,
870,13,Unknown,,,,
871,5,Firearms,5,Unknown Gun Type,,
872,6,Explosives,16,Unknown Explosive Type,,
873,5,Firearms,5,Unknown Gun Type,,
874,5,Firearms,5,Unknown Gun Type,,
875,5,Firearms,5,Unknown Gun Type,,
876,5,Firearms,5,Unknown Gun Type,,
877,5,Firearms,5,Unknown Gun Type,,
878,5,Firearms,5,Unknown Gun Type,,
879,6,Explosives,13,Suicide (carried bodily by human being),,
880,6,Explosives,15,Vehicle,,
881,13,Unknown,,,,
882,5,Firearms,5,Unknown Gun Type,2,Chemical
883,6,Explosives,13,Suicide (carried bodily by human being),,
884,6,Explosives,13,Suicide (carried bodily by human being),,
885,6,Explosives,13,Suicide (carried bodily by human being),,
886,8,Incendiary,18,Arson/Fire,,
887,8,Incendiary,18,Arson/Fire,,
888,5,Firearms,5,Unknown Gun Type,8,Incendiary
889,5,Firearms,5,Unknown Gun Type,,
890,6,Explosives,31,Pipe Bomb,9,Melee
891,6,Explosives,15,Vehicle,,
892,9,Melee,24,Rope or Other Strangling Device,,
893,6,Explosives,16,Unknown Explosive Type,,
894,6,Explosives,16,Unknown Explosive Type,,
895,5,Firearms,5,Unknown Gun Type,,
896,5,Firearms,5,Unknown Gun Type,,
897,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
898,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
899,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
900,6,Explosives,16,Unknown Explosive Type,,
901,13,Unknown,,,,
902,6,Explosives,16,Unknown Explosive Type,,
903,6,Explosives,16,Unknown Explosive Type,,
904,6,Explosives,16,Unknown Explosive Type,,
905,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
906,5,Firearms,3,Handgun,,
907,6,Explosives,17,Other Explosive Type,,
908,6,Explosives,16,Unknown Explosive Type,,
909,6,Explosives,16,Unknown Explosive Type,,
910,6,Explosives,16,Unknown Explosive Type,,
911,6,Explosives,16,Unknown Explosive Type,,
912,6,Explosives,16,Unknown Explosive Type,,
913,6,Explosives,16,Unknown Explosive Type,,
914,6,Explosives,16,Unknown Explosive Type,,
915,8,Incendiary,18,Arson/Fire,,
916,8,Incendiary,18,Arson/Fire,,
917,8,Incendiary,18,Arson/Fire,,
918,8,Incendiary,18,Arson/Fire,,
919,8,Incendiary,18,Arson/Fire,,
920,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
921,6,Explosives,16,Unknown Explosive Type,,
922,8,Incendiary,18,Arson/Fire,13,Unknown
923,6,Explosives,15,Vehicle,,
924,6,Explosives,13,Suicide (carried bodily by human being),,
925,6,Explosives,16,Unknown Explosive Type,,
926,6,Explosives,16,Unknown Explosive Type,13,Unknown
927,13,Unknown,,,,
928,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
929,5,Firearms,5,Unknown Gun Type,,
930,6,Explosives,28,Dynamite/TNT,,
931,6,Explosives,7,Grenade,,
932,6,Explosives,14,Time Fuse,,
933,6,Explosives,16,Unknown Explosive Type,,
934,8,Incendiary,18,Arson/Fire,,
935,8,Incendiary,18,Arson/Fire,,
936,5,Firearms,5,Unknown Gun Type,,
937,6,Explosives,16,Unknown Explosive Type,,
938,6,Explosives,16,Unknown Explosive Type,,
939,6,Explosives,16,Unknown Explosive Type,,
940,6,Explosives,16,Unknown Explosive Type,,
941,5,Firearms,5,Unknown Gun Type,,
942,6,Explosives,15,Vehicle,,
943,6,Explosives,16,Unknown Explosive Type,,
944,6,Explosives,16,Unknown Explosive Type,,
945,6,Explosives,13,Suicide (carried bodily by human being),,
946,6,Explosives,17,Other Explosive Type,,
947,6,Explosives,7,Grenade,,
948,6,Explosives,16,Unknown Explosive Type,,
949,5,Firearms,5,Unknown Gun Type,,
950,13,Unknown,,,,
951,6,Explosives,15,Vehicle,,
952,6,Explosives,15,Vehicle,,
953,5,Firearms,5,Unknown Gun Type,,
954,8,Incendiary,18,Arson/Fire,,
955,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
956,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
957,5,Firearms,5,Unknown Gun Type,,
958,13,Unknown,,,,
959,6,Explosives,16,Unknown Explosive Type,,
960,13,Unknown,,,,
961,5,Firearms,5,Unknown Gun Type,,
962,6,Explosives,16,Unknown Explosive Type,,
963,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
964,5,Firearms,5,Unknown Gun Type,,
965,6,Explosives,17,Other Explosive Type,,
966,5,Firearms,5,Unknown Gun Type,,
967,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
968,6,Explosives,8,Landmine,,
969,6,Explosives,16,Unknown Explosive Type,,
970,9,Melee,23,Knife or Other Sharp Object,,
971,6,Explosives,8,Landmine,,
972,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
973,5,Firearms,5,Unknown Gun Type,,
974,6,Explosives,13,Suicide (carried bodily by human being),,
975,6,Explosives,13,Suicide (carried bodily by human being),,
976,6,Explosives,13,Suicide (carried bodily by human being),,
977,6,Explosives,16,Unknown Explosive Type,,
978,6,Explosives,16,Unknown Explosive Type,,
979,6,Explosives,16,Unknown Explosive Type,,
980,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
981,13,Unknown,,,,
982,5,Firearms,3,Handgun,,
983,6,Explosives,16,Unknown Explosive Type,,
984,6,Explosives,16,Unknown Explosive Type,,
985,5,Firearms,5,Unknown Gun Type,,
986,13,Unknown,,,,
987,8,Incendiary,18,Arson/Fire,,
988,6,Explosives,16,Unknown Explosive Type,,
989,5,Firearms,5,Unknown Gun Type,,
990,6,Explosives,15,Vehicle,,
991,6,Explosives,16,Unknown Explosive Type,,
992,6,Explosives,8,Landmine,,
993,5,Firearms,5,Unknown Gun Type,,
994,5,Firearms,5,Unknown Gun Type,,
995,13,Unknown,,,,
996,5,Firearms,5,Unknown Gun Type,,
997,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
998,5,Firearms,3,Handgun,,
999,6,Explosives,16,Unknown Explosive Type,,
1000,6,Explosives,16,Unknown Explosive Type,,
1001,6,Explosives,15,Vehicle,,
1002,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
1003,5,Firearms,5,Unknown Gun Type,,
1004,6,Explosives,16,Unknown Explosive Type,,
1005,6,Explosives,17,Other Explosive Type,,
1006,6,Explosives,12,Remote Trigger,,
1007,5,Firearms,5,Unknown Gun Type,,
1008,6,Explosives,8,Landmine,,
1009,6,Explosives,13,Suicide (carried bodily by human being),,
1010,8,Incendiary,18,Arson/Fire,,
1011,6,Explosives,16,Unknown Explosive Type,,
1012,5,Firearms,5,Unknown Gun Type,,
1013,6,Explosives,16,Unknown Explosive Type,,
1014,6,Explosives,14,Time Fuse,,
1015,5,Firearms,5,Unknown Gun Type,,
1016,5,Firearms,5,Unknown Gun Type,,
1017,6,Explosives,16,Unknown Explosive Type,,
1018,6,Explosives,16,Unknown Explosive Type,,
1019,6,Explosives,16,Unknown Explosive Type,,
1020,6,Explosives,16,Unknown Explosive Type,,
1021,6,Explosives,16,Unknown Explosive Type,,
1022,6,Explosives,15,Vehicle,2,Chemical
1023,5,Firearms,5,Unknown Gun Type,9,Melee
1024,6,Explosives,16,Unknown Explosive Type,,
1025,6,Explosives,16,Unknown Explosive Type,,
1026,6,Explosives,16,Unknown Explosive Type,,
1027,6,Explosives,16,Unknown Explosive Type,,
1028,5,Firearms,5,Unknown Gun Type,,
1029,6,Explosives,7,Grenade,,
1030,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
1031,5,Firearms,5,Unknown Gun Type,,
1032,13,Unknown,,,,
1033,6,Explosives,16,Unknown Explosive Type,,
1034,6,Explosives,16,Unknown Explosive Type,,
1035,5,Firearms,5,Unknown Gun Type,9,Melee
1036,6,Explosives,12,Remote Trigger,,
1037,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
1038,13,Unknown,,,,
1039,5,Firearms,4,Rifle/Shotgun (non-automatic),,
1040,5,Firearms,5,Unknown Gun Type,8,Incendiary
1041,6,Explosives,13,Suicide (carried bodily by human being),,
1042,6,Explosives,15,Vehicle,,
1043,5,Firearms,3,Handgun,,
1044,13,Unknown,,,,
1045,6,Explosives,7,Grenade,6,Explosives
1046,6,Explosives,15,Vehicle,,
1047,6,Explosives,16,Unknown Explosive Type,,
1048,6,Explosives,16,Unknown Explosive Type,,
1049,6,Explosives,16,Unknown Explosive Type,,
1050,6,Explosives,16,Unknown Explosive Type,,
1051,6,Explosives,15,Vehicle,,
1052,6,Explosives,13,Suicide (carried bodily by human being),,
1053,13,Unknown,,,,
1054,6,Explosives,31,Pipe Bomb,,
1055,6,Explosives,17,Other Explosive Type,,
1056,6,Explosives,17,Other Explosive Type,,
1057,5,Firearms,5,Unknown Gun Type,,
1058,5,Firearms,5,Unknown Gun Type,,
1059,13,Unknown,,,,
1060,13,Unknown,,,,
1061,5,Firearms,5,Unknown Gun Type,,
1062,13,Unknown,,,,
1063,6,Explosives,17,Other Explosive Type,,
1064,6,Explosives,16,Unknown Explosive Type,,
1065,13,Unknown,,,,
1066,6,Explosives,15,Vehicle,6,Explosives
1067,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
1068,9,Melee,23,Knife or Other Sharp Object,,
1069,5,Firearms,5,Unknown Gun Type,,
1070,6,Explosives,16,Unknown Explosive Type,,
