Event ID,gname,motive
493,Islamic State of Iraq and the Levant (ISIL),
494,Islamic State of Iraq and the Levant (ISIL),
495,Unknown,
496,Unknown,
497,Unknown,
498,Unknown,
499,Unknown,
500,Islamic State of Iraq and the Levant (ISIL),
501,Palestinian Extremists,
502,Palestinian Extremists,
503,Al-Qaida in the Indian Subcontinent,
504,Hindu Illaignar Sena,Hindu Illaignar Sena claimed responsibility for the incident and stated that the assault was carried out in protest to the Pathankot and Indian consulate in Pakistan attacks.
505,Maoists,Maoists claimed responsibility for the incident and stated that Rohini Nachika was targeted because they believed he was a police informant.
506,Janjaweed,
507,Taliban,
508,Unknown,
509,New People's Army (NPA),
510,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victim had connections to Al-Nusrah Front."
511,Unknown,
512,Unknown,
513,Unknown,
514,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.
515,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.
516,Al-Qaida in the Islamic Maghreb (AQIM),
517,Al-Shabaab,
518,Barqa Province of the Islamic State,
519,Taliban,
520,Khorasan Chapter of the Islamic State,
521,Unknown,
522,Unknown,
523,Muslim extremists,
524,Unknown,
525,Unknown,
526,Students Islamic Movement of India (SIMI),
527,Anti-Muslim extremists,"The specific motive is unknown; however, sources noted that the assailants yelled, ""ISIS, ISIS"" throughout the attack."
528,Boko Haram,
529,Unknown,
530,Ijaw extremists,
531,Unknown,
532,Unknown,
533,Unknown,
534,Achik National Liberation Army (ANLA),
535,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the Islamic State of Iraq and the Levant (ISIL) targeted the victims for trying to leave the area."
536,Unknown,
537,Unknown,
538,Unknown,
539,Unknown,
540,Asa'ib Ahl al-Haqq,"The specific motive is unknown; however, sources posited that the United States (US) citizens were abducted for a financial gain."
541,Maoists,
542,Unknown,
543,Ijaw extremists,
544,Unknown,
545,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Krishna Miniaka was targeted because the group believed he was an informant.
546,Unknown,
547,Adan-Abyan Province of the Islamic State,
548,Taliban,
549,Taliban,
550,Taliban,
551,Islamic State of Iraq and the Levant (ISIL),
552,Unknown,
553,Unknown,
554,Islamic State of Iraq and the Levant (ISIL),
555,Maute Group,Kilafah Islamic Movement claimed responsibility for the incident and stated that the victims were targeted for their involvement in drugs.
556,Taliban,
557,Taliban,
558,Taliban,
559,Unknown,
560,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the Islamic State of Iraq and the Levant (ISIL) accused Mohammad Bashir al-Aani and his son of apostasy."
561,Unknown,
562,Lashkar-e-Balochistan,
563,Al-Qaida in the Islamic Maghreb (AQIM),Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations in Muslim countries.
564,Islamic State of Iraq and the Levant (ISIL),
565,Islamic State of Iraq and the Levant (ISIL),
566,Islamic State of Iraq and the Levant (ISIL),
567,Islamic State of Iraq and the Levant (ISIL),
568,Islamic State of Iraq and the Levant (ISIL),
569,Islamic State of Iraq and the Levant (ISIL),
570,Islamic State of Iraq and the Levant (ISIL),
571,Islamic State of Iraq and the Levant (ISIL),
572,Islamic State of Iraq and the Levant (ISIL),
573,Islamic State of Iraq and the Levant (ISIL),
574,Islamic State of Iraq and the Levant (ISIL),
575,Unknown,
576,Unknown,
577,Unknown,
578,Barqa Province of the Islamic State,
579,Tripoli Province of the Islamic State,"The specific motive is unknown; however, sources suspected that Tripoli Province of the Islamic State may have targeted the residences for housing options for foreign fighters."
580,Tripoli Province of the Islamic State,"The specific motive is unknown; however, sources posited that the Tripoli Province of the Islamic State accused the victims of spying for Libya Dawn."
581,Taliban,
582,Taliban,
583,Taliban,
584,Unknown,
585,Boko Haram,
586,Unknown,
587,Unknown,
588,Unknown,
589,Unknown,
590,Unknown,
591,Unknown,
592,Abu Sayyaf Group (ASG),
593,Democratic Youth Federation of India (DYFI),"The specific motive is unknown; however, sources suspected that the attack may have been carried out in retaliation for the arrest of a Democratic Youth Federation of India (DYFI) member in the area recently."
594,Democratic Youth Federation of India (DYFI),"The specific motive is unknown; however, sources suspected that the attack may have been carried out in retaliation for the arrest of a Democratic Youth Federation of India (DYFI) member in the area recently."
595,Unknown,
596,Movement for the Emancipation of the Niger Delta (MEND),
597,National Liberation Army of Colombia (ELN),"The specific motive is unknown; however, sources stated that the National Liberation Army of Colombia (ELN) targeted the victims for violating the group's ban on fishing in Bolivar state."
598,Unknown,
599,Unknown,
600,Unknown,
601,Unknown,
602,Unknown,
603,Unknown,
604,Al-Shabaab,
605,Unknown,
606,Unknown,
607,Unknown,
608,Movement for the Emancipation of the Niger Delta (MEND),
609,Barqa Province of the Islamic State,
610,Bangsamoro Islamic Freedom Movement (BIFM),
611,Barqa Province of the Islamic State,
612,Unknown,
613,Unknown,
614,Khorasan Chapter of the Islamic State,
615,Unknown,
616,Al-Qaida in the Arabian Peninsula (AQAP),
617,Unknown,
618,Unknown,
619,Unknown,
620,Unknown,
621,Unknown,
622,Taliban,
623,Palestinian Extremists,
624,Palestinian Extremists,
625,Kurdistan Workers' Party (PKK),
626,Kurdistan Workers' Party (PKK),
627,Unknown,
628,Unknown,
629,Unknown,
630,Kurdistan Workers' Party (PKK),
631,Unknown,
632,Kurdistan Workers' Party (PKK),
633,Unknown,
634,Al-Shabaab,
635,Islamic State of Iraq and the Levant (ISIL),
636,New People's Army (NPA),
637,Janjaweed,
638,Sinai Province of the Islamic State,
639,Islamic State in Egypt,
640,Unknown,
641,Unknown,
642,Unknown,
643,Unknown,
644,Anti-Muslim extremists,"The specific motive is unknown; however, sources noted that Andreas Persson possessed xenophobic beliefs."
645,Unknown,
646,Unknown,
647,Unknown,
648,Al-Shabaab,Al-Shabaab claimed responsibility for incident and stated that the victims were accused of working with security personnel.
649,Unknown,
650,Unknown,
651,Neo-Nazi extremists,"The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of violence against refugees in Europe."
652,Unknown,
653,Unknown,
654,Tehrik-i-Taliban Pakistan (TTP),
655,Al-Shabaab,
656,Houthi extremists (Ansar Allah),
657,Unknown,
658,Abu Sayyaf Group (ASG),"The specific motive is unknown; however, sources posited that the Abu Sayyaf Group (ASG) may have carried out the attack in relation to an extortion demand."
659,Abu Sayyaf Group (ASG),
660,New People's Army (NPA),
661,Unknown,
662,Barqa Province of the Islamic State,
663,Unknown,
664,Boko Haram,
665,Palestinian Extremists,
666,Kurdistan Workers' Party (PKK),
667,Kurdistan Workers' Party (PKK),
668,Unknown,
669,Unknown,
670,Unknown,
671,Islamic State of Iraq and the Levant (ISIL),
672,Maoists,
673,Unknown,
674,Unknown,
675,Separatists,
676,Separatists,
677,Unknown,
678,Khalistan Liberation Force,
679,Janjaweed,
680,Al-Qaida in the Arabian Peninsula (AQAP),
681,New People's Army (NPA),
682,Islamic State of Iraq and the Levant (ISIL),
683,Unknown,"The specific motive is unknown; however, sources posited that the attack was carried out because the company hired Arab employees."
684,Al-Shabaab,
685,Separatists,
686,Unknown,
687,Unknown,
688,National Liberation Army of Colombia (ELN),
689,Lashkar-e-Islam (Pakistan),
690,Barqa Province of the Islamic State,
691,Unknown,
692,Barqa Province of the Islamic State,
693,Barqa Province of the Islamic State,
694,Macina Liberation Front (FLM),
695,Houthi extremists (Ansar Allah),
696,Houthi extremists (Ansar Allah),
697,Kurdistan Workers' Party (PKK),
698,Unknown,
699,Lord's Resistance Army (LRA),
700,Islamic State of Iraq and the Levant (ISIL),
701,Unknown,
702,Unknown,
703,Unknown,
704,Unknown,
705,Unknown,
706,Unknown,
707,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the Islamic State of Iraq and the Levant (ISIL) targeted the victims for criticizing ISIL."
708,Unknown,
709,Sinai Province of the Islamic State,
710,Unknown,
711,Taliban,
712,Unknown,
713,Taliban,
714,Ansar al-Dine (Mali),
715,Communist Party of India - Maoist (CPI-Maoist),
716,Tehrik-i-Taliban Pakistan (TTP),
717,Taliban,"The Taliban claimed responsibility for the incident and stated that the group believed Tolo News was an ""important tool of warfare of America and the crusaders."""
718,Sinai Province of the Islamic State,
719,Unknown,
720,New People's Army (NPA),
721,Barqa Province of the Islamic State,
722,Unknown,
723,Unknown,
724,Lord's Resistance Army (LRA),
725,Mai Mai Simba Militia,
726,Boko Haram,
727,Unknown,
728,Islamic State of Iraq and the Levant (ISIL),
